Quantity,Name,Price,Color,Card Type,CMC,Edition (CODE),Mana Value,Scryfall ID
1x,Gimli's Axe,$0.11,Red,Artifact — Equipment,3,(LTR),{2}{R},d8999b6c-e501-48d0-ae51-a35b96f996ec
1x,Plundering Barbarian,$0.24,Red,Creature — Dwarf Barbarian,3,(AFR),{2}{R},d875881c-c285-47f1-8a37-e4a0239d47ec
1x,Blade-Blizzard Kitsune,$0.15,White,Creature — Fox Ninja,3,(NEO),{2}{W},d8419d27-8c6e-4f38-98b4-60dd9a910c43
1x,"Sauron, the Lidless Eye",$4.38,Black/Red,Legendary Creature — Avatar Horror,5,(LTR),{3}{B}{R},d82a4c78-d2fc-425a-8d0e-2e64509a08f1
1x,"Aragorn and Arwen, Wed",$8.14,White/Green,Legendary Creature — Human Elf Noble,6,(LTR),{4}{G}{W},d7d4c97a-9319-4534-9a49-da000f41a02d
1x,Field of Ruin,$0.35,Land,Land,0,(XLN),,d72afb21-7bb0-4fd8-a529-ada92a654f61
1x,Grand Ball Guest,$0.10,Red,Creature — Human Peasant,2,(WOE),{1}{R},d6e75228-16af-42b0-8441-ed253a660cc9
1x,Twisted Sewer-Witch,$0.15,Black,Creature — Human Warlock,5,(WOE),{3}{B}{B},d6e3ddf7-582d-4923-be30-8428e52237e4
1x,Agency Coroner,$0.25,Black,Creature — Ogre Cleric,5,(MKM),{4}{B},d63f2c23-e877-42e3-9362-5d003a173c6d
1x,Lurking Roper,$0.21,Green,Creature — Horror,3,(AFR),{2}{G},d5f3b766-3c2a-41fa-8614-015fdc83c98c
1x,Potion of Healing,$0.15,White,Artifact,2,(AFR),{1}{W},d5edb608-c7d7-4fa9-b969-262c9789fc17
1x,Lord of the Forsaken,$0.77,Black,Creature — Demon,6,(MID),{4}{B}{B},d5a8846c-3950-4588-97e8-3aa70bcd2403
1x,The Shire,$1.39,Land,Legendary Land,0,(LTR),,d5178a1b-588b-4414-a370-ac6eed51187a
1x,Field of Ruin,$0.25,Land,Land,0,(MID),,d510eece-4f55-4198-83fe-5291a76ffdcc
1x,Warehouse Tabby,$0.15,Black,Creature — Cat,1,(WOE),{B},d500ad81-9659-4a00-8f99-8be7c23587e8
1x,Rising of the Day,$0.42,Red,Enchantment,3,(LTR),{2}{R},d4fbcac6-8ac9-44a8-9d1a-03d0799ac253
1x,Vengeful Strangler // Strangling Grasp,$0.20,Black,Creature — Human Rogue,2,(MID),{1}{B},d4054ae6-0227-4d99-8cb5-72e8b5d0b726
1x,Hopeful Vigil,$0.13,White,Enchantment,2,(WOE),{1}{W},d382fd32-b1f5-4ec7-9d42-fc2915ed3bc9
1x,Troll of Khazad-dum,$2.84,Black,Creature — Troll,6,(LTR),{5}{B},d1ec9217-b7e3-46d3-9a6a-57a64e432edd
1x,Solitary Sanctuary,$0.16,White,Enchantment,3,(WOE),{2}{W},d155693c-def0-4290-b662-ab9932e07fe5
1x,Solitary Sanctuary,$0.25,White,Enchantment,3,(WOE),{2}{W},d155693c-def0-4290-b662-ab9932e07fe5
1x,Ingenious Prodigy,$0.40,Blue,Creature — Human Wizard,1,(WOE),{X}{U},cf224968-b676-40dd-83c1-a9ee2ceba574
1x,Nightdrinker Moroii,$0.25,Black,Creature — Vampire,4,(MKM),{3}{B},ce043cba-aea4-4156-b1d0-545eda06c400
1x,Nightdrinker Moroii,$0.30,Black,Creature — Vampire,4,(MKM),{3}{B},ce043cba-aea4-4156-b1d0-545eda06c400
1x,Redcap Thief,$0.12,Red,Creature — Goblin Rogue,3,(WOE),{2}{R},cda6bdeb-a0d6-46ca-ba8c-317ee0096416
1x,Entish Restoration,$1.50,Green,Instant,3,(LTR),{2}{G},cd4dbf80-187b-40e3-9e0b-526f78d9a34e
1x,Voldaren Ambusher,$0.18,Red,Creature — Vampire Archer,3,(MID),{2}{R},cceb4303-5d02-45f2-86f8-7e8deb774d58
1x,Shatter the Oath,$0.10,Black,Sorcery,5,(WOE),{3}{B}{B},cc79f0f7-0a09-4a74-b2b9-cc1ce608d89f
1x,Slaughter Specialist,$0.49,Black,Creature — Vampire Warrior,2,(MID),{1}{B},cb83e33c-810e-4de3-800d-2038f38a1eda
1x,Cease // Desist,$0.25,White/Black/Green,Instant // Sorcery,8,(MKM),{1}{B/G} // {4}{G/W}{G/W},cb59130a-a134-4383-b983-e4b526d11fb4
1x,"Massacre Girl, Known Killer",$17.25,Black,Legendary Creature — Human Assassin,4,(MKM),{2}{B}{B},cb1c8800-9d33-485c-b776-042003b9ea92
1x,A Tale for the Ages,$0.26,White,Enchantment,2,(WOE),{1}{W},ca0c8d3b-ce30-4da5-a6a8-9bdcb3c757f9
1x,Plains,$0.35,Land,Basic Land — Plains,0,(WOE),,c9cd4d57-8c51-4fcf-8a9f-5d6a61c33e3d
1x,Plains,$0.62,Land,Basic Land — Plains,0,(WOE),,c9cd4d57-8c51-4fcf-8a9f-5d6a61c33e3d
1x,Mana Geyser,$2.16,Red,Sorcery,5,(SCD),{3}{R}{R},c9b8b1cf-4dbf-4ddb-ab41-31e482cc573b
1x,Glint Weaver,$0.25,Green,Creature — Spider,7,(MKM),{5}{G}{G},c8eff4d0-67ad-4900-b33d-605659b59161
1x,Charming Scoundrel,$2.00,Red,Creature — Human Rogue,2,(WOE),{1}{R},c8090bcf-e17a-4110-a518-77ccd045b18f
1x,Sylvan Shepherd,$0.15,Green,Creature — Human Druid,3,(AFR),{2}{G},c7d608fb-35b0-498e-988a-f53986b59dd2
1x,Questing Druid // Seek the Beast,$6.04,Green,Creature — Human Druid // Instant — Adventure,2,(WOE),{1}{G} // {1}{R},c6406eba-da58-4264-a213-20e22c1c3bec
1x,As Foretold,$14.96,Blue,Enchantment,3,(WOT),{2}{U},c634fb14-49a1-4642-9a22-bce99279cb88
1x,Scream Puff,$0.15,Black,Creature — Horror,5,(WOE),{4}{B},c62d0ae9-5a82-40bf-b8bb-9c2e2d55d458
1x,Scream Puff,$0.20,Black,Creature — Horror,5,(WOE),{4}{B},c62d0ae9-5a82-40bf-b8bb-9c2e2d55d458
1x,Futurist Operative,$0.15,Blue,Creature — Human Ninja,4,(NEO),{3}{U},c5858176-9f85-403c-8338-48eb55db5c3d
1x,Arwen Undomiel,$0.20,Blue/Green,Legendary Creature — Elf Noble,2,(LTR),{G}{U},c544e301-13b4-4dec-b65c-d54809bb7736
1x,Lost to Legend,$0.15,White,Instant,2,(LTR),{W}{W},c4e40481-aeaa-4b3d-a020-e9b6d7c11992
1x,Cave of the Frost Dragon,$1.00,Land,Land,0,(AFR),,c4c35234-2518-494c-8c1e-fd5702145967
1x,Experimental Synthesizer,$0.70,Red,Artifact,1,(NEO),{R},c47931c9-685d-4b83-8299-bc347224b4e8
1x,Tenacious Tomeseeker,$0.15,Blue,Creature — Human Knight,3,(WOE),{2}{U},c40be735-0780-459b-8dd2-a298575beaab
1x,Thieves' Tools,$0.15,Black,Artifact — Equipment,2,(CLB),{1}{B},c3bf4ee1-b6a8-4a69-adab-6839c1786cc9
1x,Thieves' Tools,$0.23,Black,Artifact — Equipment,2,(CLB),{1}{B},c3bf4ee1-b6a8-4a69-adab-6839c1786cc9
1x,Compulsion,$0.15,Blue,Enchantment,2,(WOT),{1}{U},c39d78e6-fa15-43a2-8c8e-5436e82926b7
1x,Verdant Outrider,$0.10,Green,Creature — Human Knight,3,(WOE),{2}{G},c34830e4-823a-40fa-ba41-bb2afbf1e499
1x,"Now for Wrath, Now for Ruin!",$0.20,White,Sorcery,4,(LTR),{3}{W},c2e2c80d-7581-46ba-8237-7886b91c19b3
1x,Hired Hexblade,$0.13,Black,Creature — Elf Warlock,2,(AFR),{1}{B},c23cbf01-90d0-4962-92d5-5e1566e8ef4b
1x,Captain of Umbar,$0.20,Blue,Creature — Human Pirate,3,(LTR),{2}{U},c222577d-a3c7-41d9-b11b-62065bdb98ef
1x,Eagles of the North,$0.15,White,Creature — Bird Soldier,6,(LTR),{5}{W},c1bd3bc0-77bd-40fe-b4f1-835a04cb6e41
1x,Lush Portico,$2.63,Land,Land — Forest Plains,0,(MKM),,c17816e8-28b1-4295-a637-efb0e5c18873
1x,Flotsam // Jetsam,$0.25,Blue/Black/Green,Instant // Sorcery,8,(MKM),{1}{G/U} // {4}{U/B}{U/B},c1500cbf-5619-465e-a97b-75e676ce789b
1x,Succumb to the Cold,$0.15,Blue,Instant,3,(WOE),{2}{U},c14d9fc0-bfbf-4359-93bf-5e53466965d6
1x,Gingerbrute,$0.33,,Artifact Creature — Food Golem,1,(JMP),{1},c1195ec5-979b-4c4a-9c04-62bb53c2b011
1x,Blight Sickle,$0.25,,Artifact — Equipment,2,(SHM),{2},c0f828c7-aedc-462b-8455-46e8a90feb85
1x,Sacred Fire,$0.20,White/Red,Instant,2,(MID),{R}{W},c0b1dcd7-6dd9-4134-bc6c-9dc7754006a2
1x,Airtight Alibi,$0.25,Green,Enchantment — Aura,3,(MKM),{2}{G},bffbbe21-0a1d-48b9-903e-81c109aa11de
1x,"Voja, Jaws of the Conclave",$17.47,White/Red/Green,Legendary Creature — Wolf,5,(MKM),{2}{R}{G}{W},bfa1bd2f-25bd-4fbd-877b-cef00ab7f92f
1x,Leyline of the Guildpact,$9.00,White/Blue/Black/Red/Green,Enchantment,4,(MKM),{G/W}{G/U}{B/G}{R/G},bf6e59be-f959-4f4a-8c2d-b7c441e88135
1x,Evolving Wilds,$0.30,Land,Land,0,(AFR),,bf6069f2-7a32-4cb7-b2ab-ea6b51267cca
1x,Circle of Dreams Druid,$6.80,Green,Creature — Elf Druid,3,(AFR),{G}{G}{G},be6fdec0-a2c4-4da2-ae14-961185eaee66
1x,Cave of the Frost Dragon,$0.73,Land,Land,0,(AFR),,bdb41396-5008-4a5f-92ca-54ecac42e926
1x,Absolving Lammasu,$0.40,White,Creature — Lammasu,5,(MKM),{4}{W},bd6e71a1-713e-4eca-bd65-9f0638c16794
1x,Mirror of Galadriel,$0.15,,Legendary Artifact,2,(LTR),{2},bc95036f-98f2-4ea7-93bb-542ad7064540
1x,"Saryth, the Viper's Fang",$3.51,Green,Legendary Creature — Human Warlock,4,(MID),{2}{G}{G},bc8b3a09-75e8-428c-91f7-8fac62fadc98
1x,Island,$0.14,Land,Basic Land — Island,0,(LTR),,bbeca27a-6c5b-40b9-83a4-a3a2096ff6f8
1x,Oswald Fiddlebender,$1.52,White,Legendary Creature — Gnome Artificer,2,(AFR),{1}{W},bba1650f-eddf-49a9-820e-489cb8d5b6fa
1x,One Ring to Rule Them All,$1.77,Black,Enchantment — Saga,4,(LTR),{2}{B}{B},bb2dc2e0-f393-4442-818b-d3b860bfffd0
1x,Sigarda's Splendor,$0.49,White,Enchantment,4,(MID),{2}{W}{W},bb22626d-84ef-40d1-a4f2-771b45198eaa
1x,Intangible Virtue,$0.25,White,Enchantment,2,(WOT),{1}{W},bb1bc2f9-d02a-4515-aa07-fcf98a3d194d
1x,Fog on the Barrow-Downs,$0.11,White,Enchantment — Aura,3,(LTR),{2}{W},bb0cda3a-20d7-425a-89fe-b0a3cd7ced03
1x,"Glorfindel, Dauntless Rescuer",$0.15,Green,Legendary Creature — Elf Noble,3,(LTR),{2}{G},baf7a546-8a8b-4396-ab64-9a5b9abffe79
1x,Unexpected Windfall,$2.00,Red,Instant,4,(AFR),{2}{R}{R},bae6a5fb-39f5-4cf8-85f7-661cb4570507
1x,Vengeful Ancestor,$2.40,Red,Creature — Spirit Dragon,4,(AFC),{2}{R}{R},badc03ae-b04a-4612-a95f-27865d2d09df
1x,Herald of Hadar,$0.15,Black,Creature — Human Warlock,5,(AFR),{4}{B},baa74204-2593-4468-856d-a5791336126a
1x,Spider Food,$0.14,Green,Sorcery,3,(WOE),{2}{G},b9fd720b-e9c2-4e82-917e-bab6c544afb0
1x,Storyteller Pixie,$0.25,Blue,Creature — Faerie Wizard,4,(WOE),{3}{U},b9f4cf85-2120-4897-aecd-4ee4b02d6f9b
1x,Woodland Acolyte // Mend the Wilds,$0.18,White,Creature — Human Cleric // Instant — Adventure,3,(WOE),{2}{W} // {G},b9f10623-4783-4773-b9c8-a5a2bcfdb5d9
1x,Frostbridge Guard,$0.12,White,Creature — Elemental Soldier,2,(WOE),{1}{W},b9dec431-a20e-4c1c-9855-904779756509
1x,Fires of Mount Doom,$0.72,Red,Legendary Enchantment,3,(LTR),{2}{R},b9db8702-fc72-453b-afc8-62266f7cd1c2
1x,Soul-Guide Lantern,$0.22,,Artifact,1,(ONC),{1},b9b96782-5216-4914-bc39-7e9ac9a97a60
1x,Clever Conjurer,$0.15,Blue,Creature — Gnome Wizard,3,(AFR),{2}{U},b9784c97-3839-4a4b-ae8a-965844dbeb70
1x,Eye of Vecna,$0.69,,Legendary Artifact,2,(AFR),{2},b91e2431-500e-441a-881d-094ebef62283
1x,Eye of Vecna,$0.71,,Legendary Artifact,2,(AFR),{2},b91e2431-500e-441a-881d-094ebef62283
1x,Battle-Scarred Goblin,$0.11,Red,Creature — Goblin Warrior,2,(LTR),{1}{R},b91859de-1983-4c9c-a9e6-289c7dba1eb4
1x,Battle-Scarred Goblin,$0.15,Red,Creature — Goblin Warrior,2,(LTR),{1}{R},b91859de-1983-4c9c-a9e6-289c7dba1eb4
1x,Meteor Swarm,$0.30,Red,Sorcery,3,(AFR),{X}{R}{R}{R},b8f5e669-4e69-4763-bbb9-e9685bde912c
1x,Dutiful Griffin,$0.12,White,Creature — Griffin,5,(WOE),{3}{W}{W},b8e40377-990f-41ea-8dd2-62a998dcd128
1x,Vampire Spawn,$0.15,Black,Creature — Vampire,3,(AFR),{2}{B},b8975c72-b2ec-4c5f-86a4-4e1e3bb41c15
1x,Vampire Spawn,$0.25,Black,Creature — Vampire,3,(AFR),{2}{B},b8975c72-b2ec-4c5f-86a4-4e1e3bb41c15
1x,"Johann, Apprentice Sorcerer",$0.24,Blue/Red,Legendary Creature — Human Wizard,4,(WOE),{2}{U}{R},b88a762d-19ed-451d-a3a9-b3e7eea40f67
1x,Bolrac-Clan Basher,$0.25,Red,Creature — Cyclops Warrior,6,(MKM),{4}{R}{R},b87683f7-8a61-4e4a-8b8b-3bf812454096
1x,Warlock Class,$0.25,Black,Enchantment — Class,1,(AFR),{B},b7faf899-96b7-454e-b634-6684c2d72f26
1x,Soldier of the Grey Host,$0.11,White,Creature — Spirit Soldier,4,(LTR),{3}{W},b79999df-af8c-4724-9631-20eee5a00e49
1x,Quick Study,$0.25,Blue,Instant,3,(WOE),{2}{U},b78e2bca-bc93-464a-8911-8361abff2ac6
1x,"Greymond, Avacyn's Stalwart",$51.00,White,Legendary Creature — Human Soldier,4,(SLX),{2}{W}{W},b7848325-c46e-4e63-90d0-c9524380eb63
1x,Bag End Porter,$0.18,Green,Creature — Dwarf,4,(LTR),{3}{G},b7557170-39a2-49df-823e-958c3eb34801
1x,Hoard Robber,$0.19,Black,Creature — Tiefling Rogue,2,(AFR),{1}{B},b723d9cd-05f5-4894-9f2b-52a434a3019c
1x,Stingblade Assassin,$0.12,Black,Creature — Faerie Assassin,4,(WOE),{3}{B},b71b7dd9-6a1d-4c71-873b-782a0a2e7d1d
1x,Wizard's Spellbook,$0.40,Blue,Artifact,7,(AFR),{5}{U}{U},b6ed0a4c-0234-4341-8dcb-5eea6a9632e7
1x,Triskaidekaphile,$0.61,Blue,Creature — Human Wizard,2,(MID),{1}{U},b6db2d37-3533-4830-ab63-6724ece6fbea
1x,Private Eye,$0.25,White/Blue,Creature — Homunculus Detective,3,(MKM),{1}{W}{U},b6a50807-058e-45dc-847c-8ffd13b1bd48
1x,You See a Pair of Goblins,$0.35,Red,Instant,3,(AFR),{2}{R},b69e7200-96ea-4455-83cc-0a497d56efe5
1x,Hill Giant Herdgorger,$0.15,Green,Creature — Giant,6,(AFR),{4}{G}{G},b69315cc-c230-4704-9d66-411f624f3e49
1x,Lair of the Hydra,$1.84,Land,Land,0,(AFR),,b670bb0f-680f-4036-bdb6-ac73e866a398
1x,Mordenkainen's Polymorph,$0.15,Blue,Instant,2,(AFR),{1}{U},b6551442-d74c-4f16-a9de-0cfdc88208a5
1x,Royal Treatment,$0.27,Green,Instant,1,(WOE),{G},b6516b8f-ecfb-401e-ba8e-bf561aa2be64
1x,Bewitching Leechcraft,$0.10,Blue,Enchantment — Aura,2,(LTR),{1}{U},b612452e-b8a8-4a5a-82a8-01fd463cfc77
1x,Inherited Envelope,$0.25,,Artifact,3,(LTR),{3},b590d028-ea6a-4550-b5e2-ba328a81bbc0
1x,Diregraf Rebirth,$0.21,Black/Green,Sorcery,5,(MID),{3}{B}{G},b51ed1ea-661e-49c6-9751-1eb7bb651bb1
1x,Knight of Doves,$0.15,White,Creature — Human Knight,3,(WOE),{2}{W},b4f33617-ad19-4d42-ab94-6f21a7fb3dd4
1x,Loyal Gryff,$0.15,White,Creature — Hippogriff,3,(MID),{2}{W},b4d41ac4-3273-4722-aaa6-ceeba66cf591
1x,"Icingdeath, Frost Tyrant",$1.93,White,Legendary Creature — Dragon,4,(AFR),{2}{W}{W},b46b030b-4284-418b-889b-b705e7379d66
1x,Banish from Edoras,$0.23,White,Sorcery,5,(LTR),{4}{W},b4541abc-17a9-4147-81dc-c03dda737607
1x,"Gandalf, White Rider",$2.00,White,Legendary Creature — Avatar Wizard,4,(LTR),{3}{W},b422ce26-06fb-4748-9c01-32c4be914a77
1x,Chalk Outline,$0.28,Green,Enchantment,4,(MKM),{3}{G},b3ff56c1-4153-4e15-9ac6-06d93fa2ae50
1x,Krydle of Baldur's Gate,$0.25,Blue/Black,Legendary Creature — Human Elf Rogue,2,(AFR),{U}{B},b3f77be2-2333-4b3a-9954-15f4de7a61c0
1x,Minas Tirith,$3.78,Land,Legendary Land,0,(LTR),,b38b6760-616f-4b11-8ce7-ac1223c7fd53
1x,"Rem Karolus, Stalwart Slayer",$0.57,White/Red,Legendary Creature — Human Knight,3,(MID),{1}{R}{W},b31e307a-9689-4e11-8c5f-96b7a4b50bed
1x,Old Stickfingers,$0.60,Black/Green,Legendary Creature — Horror,2,(MID),{X}{B}{G},b203be6f-c565-4d8f-b200-b537569a0292
1x,Old Stickfingers,$1.04,Black/Green,Legendary Creature — Horror,2,(MID),{X}{B}{G},b203be6f-c565-4d8f-b200-b537569a0292
1x,Haunted Ridge,$7.89,Land,Land,0,(MID),,b200e822-be36-4e59-bd0e-9d0188a68df8
1x,The End,$0.47,Black,Instant,4,(WOE),{2}{B}{B},b18402dc-c4ab-417c-92d1-5e4d9cfb840d
1x,Hylda's Crown of Winter,$0.49,,Legendary Artifact,3,(WOE),{3},b0d4a6c0-f00e-45a7-9c88-899460007020
1x,Griffin Aerie,$0.18,White,Enchantment,2,(WOT),{1}{W},b0c1cd62-aa6e-4120-ba70-1f12c8efe389
1x,Griffin Aerie,$0.20,White,Enchantment,2,(WOT),{1}{W},b0c1cd62-aa6e-4120-ba70-1f12c8efe389
1x,Forum Familiar,$0.25,White,Creature — Cat,1,(MKM),{W},b06a243d-acc8-42cd-926c-98a4cc96ab21
1x,Merry Bards,$0.10,Red,Creature — Human Bard,3,(WOE),{2}{R},b0058b9b-e919-45eb-9da0-690f62aa252e
1x,Gadwick's First Duel,$0.15,Blue,Enchantment — Saga,2,(WOE),{1}{U},af07c47f-8b4e-43cb-b469-2efb82aa5590
1x,Timberland Guide,$0.15,Green,Creature — Human Scout,2,(AVR),{1}{G},ae80fefb-af78-4f98-8058-71b61e91842f
1x,Mountain,$0.19,Land,Basic Land — Mountain,0,(LTR),,adf13285-d127-4534-9f49-aa86914da175
1x,You Cannot Pass!,$0.30,White,Instant,1,(LTR),{W},adae8941-8f93-46cd-a520-20330ed2acff
1x,Edgewall Pack,$0.12,Red,Creature — Dog,4,(WOE),{3}{R},acda9d02-00fc-49e2-a9f3-176e9c0a8c5f
1x,Phial of Galadriel,$0.50,,Legendary Artifact,3,(LTR),{3},ac6d60fe-681b-495e-813c-c8418f3f29e5
1x,Ferocious Werefox // Guard Change,$0.15,Green,Creature — Elf Fox Warrior // Instant — Adventure,4,(WOE),{3}{G} // {1}{G},ac1907e8-0713-47dd-ac42-bf1323c5bec0
1x,Ferocious Werefox // Guard Change,$0.16,Green,Creature — Elf Fox Warrior // Instant — Adventure,4,(WOE),{3}{G} // {1}{G},ac1907e8-0713-47dd-ac42-bf1323c5bec0
1x,Delver of Secrets // Insectile Aberration,$0.39,Blue,Creature — Human Insect,1,(MID),,abff6c81-65a4-48fa-ba8f-580f87b0344a
1x,Shocking Grasp,$0.15,Blue,Instant,2,(AFR),{1}{U},ab95fe13-c09b-4eed-aeae-fb1c5b6eb476
1x,Djinni Windseer,$0.25,Blue,Creature — Djinn,4,(AFR),{3}{U},ab7cd8c3-8365-4e40-a089-02bc9b93581a
1x,Spare Dagger,$0.15,,Artifact — Equipment,1,(AFR),{1},ab6b0291-00f8-45bf-9f3a-ee43739c2b77
1x,Spare Dagger,$0.22,,Artifact — Equipment,1,(AFR),{1},ab6b0291-00f8-45bf-9f3a-ee43739c2b77
1x,Suspicious Stowaway // Seafaring Werewolf,$0.42,Blue,Creature — Human Rogue Werewolf,2,(MID),{1}{U},ab17c8fa-4c06-4542-848a-e3f2f9f47c27
1x,Shrouded Shepherd // Cleave Shadows,$0.15,White,Creature — Spirit Warrior // Sorcery — Adventure,2,(WOE),{1}{W} // {1}{B},ab03c342-2bf4-41bf-8bb8-472d978d238a
1x,Out Cold,$0.50,Blue,Instant,4,(MKM),{3}{U},aabfada0-3c1b-4237-b06c-573071ccd68d
1x,Segovian Angel,$0.45,White,Creature — Angel,1,(PLST),{W},aa1f36b4-53b7-46df-a46b-1376e631e92c
1x,Planar Ally,$0.15,White,Creature — Angel,5,(AFR),{3}{W}{W},a9e7457a-8ab4-4f3c-a2d8-2da4d81b7470
1x,Planar Ally,$0.25,White,Creature — Angel,5,(AFR),{3}{W}{W},a9e7457a-8ab4-4f3c-a2d8-2da4d81b7470
1x,"Legolas, Master Archer",$0.46,Green,Legendary Creature — Elf Archer,3,(LTR),{1}{G}{G},a9405577-c1dc-48e0-b2aa-6237c569d02e
1x,Court of Locthwain,$3.63,Black,Enchantment,4,(WOC),{2}{B}{B},a8e1f698-1c04-4f31-aeaa-b796c5eb5070
1x,Korvold and the Noble Thief,$0.15,Red,Enchantment — Saga,4,(WOE),{3}{R},a811b2cb-ffc7-4100-ac3e-bc4125842bb2
1x,Yuan-Ti Fang-Blade,$0.25,Black,Creature — Snake Rogue,3,(AFR),{2}{B},a7e0e09c-ed43-4a37-85f2-c60bdfdb2624
1x,Larder Zombie,$0.24,Blue,Creature — Zombie,1,(MID),{U},a7c0dcac-f3d4-4d6e-9c6e-9295bb1cd47f
1x,Falkenrath Pit Fighter,$0.45,Red,Creature — Vampire Warrior,1,(MID),{R},a743a3b6-3278-4644-a2d5-acf495c273ed
1x,Dog Walker,$0.30,White/Red,Creature — Human Citizen,2,(MKM),{R}{W},a6e0adb7-a030-4dcc-9284-cd91c7598a22
1x,Sweettooth Witch,$0.14,Black,Creature — Human Warlock,3,(WOE),{2}{B},a6bdb984-06f8-4bca-a943-17fe5db97682
1x,Silver Raven,$0.20,Blue,Artifact Creature — Bird,1,(AFR),{U},a671ec19-32f4-4fde-8ee0-1224471e79db
1x,Unassuming Sage,$0.10,White,Creature — Human Peasant Wizard,2,(WOE),{1}{W},a66fbaeb-1624-43b3-83e2-a37ce7588a5a
1x,"Saradoc, Master of Buckland",$0.33,White,Legendary Creature — Halfling Citizen,4,(LTR),{3}{W},a65a1fb5-cc2c-4556-b109-05c3d966ded9
1x,Sugar Rush,$0.12,Black,Instant,2,(WOE),{1}{B},a638c9ba-45d6-4b50-a8ab-ef580a0a5d8e
1x,Galvanic Iteration,$1.44,Blue/Red,Instant,2,(MID),{U}{R},a5f8ee5b-e1f5-4bc8-8ca3-d8308d71f2b9
1x,Asmodeus the Archfiend,$0.40,Black,Legendary Creature — Devil God,6,(AFR),{4}{B}{B},a5e6b864-58e7-43b9-9d79-1d0361340960
1x,Novice Occultist,$0.25,Black,Creature — Human Wizard,2,(MID),{1}{B},a541ac79-a969-42b4-b989-f6e37572ec90
1x,Three Bowls of Porridge,$0.15,,Artifact — Food,2,(WOE),{2},a508e040-d1e5-46aa-8404-1adc18f0f8bd
1x,Hamlet Glutton,$0.11,Green,Creature — Giant,7,(WOE),{5}{G}{G},a4ec5544-c138-44bb-a807-5798313c9a50
1x,Hunted Bonebrute,$0.50,Black,Creature — Skeleton Beast,3,(MKM),{2}{B},a4ca0e10-8b7c-4ce2-888b-752fc909757a
1x,Candlelit Cavalry,$0.22,Green,Creature — Human Knight,5,(MID),{4}{G},a4c3bd60-1ff6-4136-9188-d0620fd299a7
1x,Banish from Edoras,$0.15,White,Sorcery,5,(LTR),{4}{W},a4410076-e1fe-45f3-a0ca-a91ab0133ff4
1x,Cornered Crook,$0.25,Red,Creature — Viashino Warrior,5,(MKM),{4}{R},a3aff1ea-1d25-49c3-a2d9-f435124a5969
1x,"Legolas, Counter of Kills",$0.25,Blue/Green,Legendary Creature — Elf Archer,4,(LTR),{2}{G}{U},a35f1706-7e7e-4f33-9698-c21fd6a78209
1x,Wispdrinker Vampire,$0.28,White/Black,Creature — Vampire Rogue,4,(MKM),{2}{W}{B},a3490c05-d12c-4483-acbc-1b4ae68877f0
1x,Steadfast Paladin,$0.15,White,Creature — Dwarf Knight,2,(AFR),{1}{W},a2c06b6e-faf5-467d-bfe1-9ff00be9e2f5
1x,Dark Tutelage,$0.19,Black,Enchantment,3,(WOT),{2}{B},a2b11a54-b38c-4e22-8b6d-dfc6c037db0e
1x,Bespoke Battlegarb,$0.10,Red,Artifact — Equipment,2,(WOE),{1}{R},a28ecd59-9166-473c-bafc-cb3c54c21388
1x,"Kaya, Spirits' Justice",$5.11,White/Black,Legendary Planeswalker — Kaya,4,(MKM),{2}{W}{B},a2827593-4951-4ba7-b73e-c27de56f2606
1x,Vengeful Tracker,$0.30,Red,Creature — Human Detective,2,(MKM),{1}{R},a247c9a0-0c65-47bc-92fd-bebe95cd35a3
1x,Consider,$0.81,Blue,Instant,1,(MID),{U},a211d505-4d40-4914-a9da-220770d6ddbc
1x,"Elessar, the Elfstone // Cloudstone Curio",$15.45,,Artifact,3,(LTC),{3},a1f3fc27-b3ea-476c-be23-f1c30ef27f96
1x,Samwise Gamgee,$2.60,White/Green,Legendary Creature — Halfling Peasant,2,(LTR),{G}{W},a1b6f13e-63d0-46bf-aa57-23c2dbdf62dd
1x,Prince Imrahil the Fair,$0.25,White/Blue,Legendary Creature — Human Noble,2,(LTR),{W}{U},a0c9c814-df6b-4b54-a233-9bed31009bed
1x,Friendly Rivalry,$0.23,Red/Green,Instant,2,(LTR),{R}{G},a0979d68-eb28-409a-b893-87d987a9e847
1x,Treasure Vault,$5.91,Land,Artifact Land,0,(AFR),,a0931eb3-b403-4b1a-ad46-a7b0a51bb9a4
1x,Skybeast Tracker,$0.10,Green,Creature — Giant Archer,4,(WOE),{3}{G},a08da5c6-ebe7-4166-99d5-2aca5b0b529f
1x,Thraben Exorcism,$0.12,White,Instant,2,(MID),{1}{W},a0700298-30d2-45a6-bd64-4fd7fa4d7d30
1x,Thraben Exorcism,$0.21,White,Instant,2,(MID),{1}{W},a0700298-30d2-45a6-bd64-4fd7fa4d7d30
1x,Ochre Jelly,$0.50,Green,Creature — Ooze,1,(AFR),{X}{G},9f23cfb7-c6b6-4f04-abba-5b2a6117ea12
1x,Curse of Silence,$0.39,White,Enchantment — Aura Curse,1,(MID),{W},9e7819d5-12a9-4719-91b2-8dd1ba6f3800
1x,Island,$0.25,Land,Basic Land — Island,0,(AFR),,9e70c602-cb80-472b-9c8d-9625de084fe7
1x,Firmament Sage,$0.15,Blue,Creature — Human Wizard,4,(MID),{3}{U},9db186a1-3dc5-4ed2-8cd4-1e4f13094885
